jpn	1	坊や（10歳くらいまでの年少者、男）	little boy	Age	坊や		sonny	1st	no					
jpn	1	坊や（10歳くらいまでの年少者、男）	little boy	Age	坊や		sonny	2nd	yes	坊やも来るかい。		Is the boy (= Are you) coming too?	constructed	
jpn	1	坊や（10歳くらいまでの年少者、男）	little boy	Age	坊や		sonny	address	yes	坊や、はやく寝なさい。		Boy, go to bed immediately.	constructed	
jpn	1	坊や（10歳くらいまでの年少者、男）	little boy	Age	坊や		sonny	title	no					
jpn	2	お嬢ちゃん（10歳くらいまでの年少者、女）	little girl	Age	お嬢ちゃん		miss	1st	no					
jpn	2	お嬢ちゃん（10歳くらいまでの年少者、女）	little girl	Age	お嬢ちゃん		miss	2nd	yes	お嬢ちゃんは何歳なの。		How old is the little girl (= are you)?	constructed	
jpn	2	お嬢ちゃん（10歳くらいまでの年少者、女）	little girl	Age	お嬢ちゃん		miss	address	yes	お嬢ちゃん、いい子にしなさい。		Be good, little girl.	constructed	
jpn	2	お嬢ちゃん（10歳くらいまでの年少者、女）	little girl	Age	お嬢ちゃん		miss	title	yes	花子お嬢ちゃんは何が食べたい？		What does little girl Hanako (= do you) want to eat?	constructed	
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	お子さん		child	1st	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	お子さん		child	2nd	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	お子さん		child	address	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	お子さん		child	title	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子		child	1st	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子		child	2nd	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子		child	address	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子		child	title	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子ども		child	1st	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子ども		child	2nd	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子ども		child	address	no					
jpn	3	子供（10歳くらいまでの年少者、男女問わず）	child	Age	子ども		child	title	no					
jpn	4	お嬢さん（10代後半から20代前半、女）	miss	Age	お嬢さん		miss	1st	no					
jpn	4	お嬢さん（10代後半から20代前半、女）	miss	Age	お嬢さん		miss	2nd	yes	お嬢さんは何歳ですか。		How old is the lady (= are you)?	constructed	
jpn	4	お嬢さん（10代後半から20代前半、女）	miss	Age	お嬢さん		miss	address	yes	お嬢さん!　これ落としたよ。		Lady! You dropped this.	constructed	
jpn	4	お嬢さん（10代後半から20代前半、女）	miss	Age	お嬢さん		miss	title	yes	花子お嬢さんは何が食べたい？		What does Lady Hanako (= do you) want to eat?	constructed	
jpn	5	若い男性（10代後半～20代、男）	young man	Age	お兄さん02		elder brother	1st	yes	お兄さんがやってあげるよ。		Big Brother (= I) will do it for you.	constructed	
jpn	5	若い男性（10代後半～20代、男）	young man	Age	お兄さん02		elder brother	2nd	yes	お兄さんはどちらからいらっしゃったんですか。		Where did Big Brother (= you) come from?	constructed	
jpn	5	若い男性（10代後半～20代、男）	young man	Age	お兄さん02		elder brother	address	yes	お兄さん、これ落としたよ。		Big Brother, you dropped this.	constructed	
jpn	5	若い男性（10代後半～20代、男）	young man	Age	お兄さん02		elder brother	title	yes	太郎お兄さん		Big Brother Taro	constructed	
jpn	6	若い女性（10代後半～20代、女）	young woman	Age	お姉さん02		elder sister	1st	yes	お姉さんがやってあげるよ。		Big Sister (= I) will do it for you.	constructed	
jpn	6	若い女性（10代後半～20代、女）	young woman	Age	お姉さん02		elder sister	2nd	yes	お姉さんは何が食べたい?		What does Big Sister (= do you) want to eat?	constructed	
jpn	6	若い女性（10代後半～20代、女）	young woman	Age	お姉さん02		elder sister	address	yes	お姉さん、最近元気ないみたいだけど大丈夫?		Big Sister, you seem to be down lately. Are you okay?	constructed	
jpn	6	若い女性（10代後半～20代、女）	young woman	Age	お姉さん02		elder sister	title	yes	花子お姉さん		Big Sister Hanako	constructed	
jpn	7	若者（10代後半～20代、男女問わず）	youth	Age	若者		youth	1st	no					
jpn	7	若者（10代後半～20代、男女問わず）	youth	Age	若者		youth	2nd	no					
jpn	7	若者（10代後半～20代、男女問わず）	youth	Age	若者		youth	address	no					
jpn	7	若者（10代後半～20代、男女問わず）	youth	Age	若者		youth	title	no					
jpn	8	父	father	Family	父		father	1st	no					
