Subcorp	\Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prosub	1st	2nd	address	1.chuumokuyoukyuu	2.chinjyutsu	3.shikou	4.ishi	5.ganbou	6.kouiyoukyuu	7.teian	8.shitsumon	9.outouchinjyutsu	10.doui	11.fudoui	12.hyouka	13.kansha	14.kanjyou	15.hairyo	16.jyoudan	17.sonota	1.1_nashi	1.2_chinjyutsu	1.3_shikou	1.4_ishi	1.5_ganbou	1.6_kouiyoukyuu	1.7_teian	1.8_shitsumon	1.9_outouchinjyutsu	1.10_doui	1.11_fudoui	1.12_hyouka	1.13_kansha	1.14_kanjyou	1.15_hairyo	1.16_jyoudan	1.17_sonota
Texts	W009_001-luu-anno.txt	1	1110	1113	あたし	47の里奈の「好きだけで恋したくない？」に対する応答で、55 倒置				1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	2	1137	1142	わたしたち					1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	3	1225	1227	うち	57の澄香の意見に対する同意の表明				1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	4	1455	1458	あなた	「～そう」が推測のため。76 倒置				1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	5	2027	2030	あたし					1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	6	2351	2353	里奈					1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	7	2744	2749	友田)さん	引用				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	8	2872	2874	里奈	「うれしい」という感情				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	9	4545	4547	里奈	「好き」が感情				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	10	6134	6138	こっしー					1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	13	6650	6653	わたし	318での里菜の意見に対して				1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	16	8729	8731	里奈	不思議に「思う」で思考				1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	17	9032	9035	うちら					1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	18	9395	9397	友田	「～そう」で推測のため				1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	19	9497	9499	里奈	462に対して　純粋な質問ではないととらえたため				1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	21	11315	11321	菜々)ちゃん					1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	22	12111	12113	うち	609に対する応答				1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	23	12124	12127	あたし	609に対する応答				1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	24	12185	12187	うち	609に対する応答				1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	25	12240	12242	里奈	609に対する応答				1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	26	12854	12857	あたし	「だめ」が評価的なため				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	29	13863	13865	由麻					1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	30	14003	14006	みんな	？はないが明らかに質問のため				1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	31	14195	14198	わたし					1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	32	14332	14335	あたし	「しちゃう」が「しそう」だととらえ推測＝思考				1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	33	14401	14404	あたし	「あたしも匂いがしちゃう(しそう)」だから推測＝思考				1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	36	15214	15216	里奈	「大丈夫そうにふるまった」という事実にフォーカスを当てていると見て陳述				1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	37	16213	16215	里奈	828に対する応答				1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	38	16467	16470	みんな	841 倒置「みんなドリンクバーとかゆって全然ドリンクバーじゃないっていう(状況だ)」				1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	40	17164	17166	うち					1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	44	21574	21577	わたし	1120で出た世間の意見に不同意(1120の「みんな」はその場にいるみんなではなく世間一般ととらえた)				1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	45	24397	24400	わたし	「無理」が評価的なため				1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	46	25415	25417	うち					1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	47	26539	26545	奈々)ちゃん	1371の「むかつく」という反応から、「まだ足りてない」を悪い評価と判断				1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	48	27043	27046	わたし	「わたしが～～とゆわれそうじゃない？(推測)」を優先して思考				1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	52	29423	29428	わたしたち	1517に対する応答				1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Texts	W009_001-luu-anno.txt	53	29656	29659	わたし	「私がわからないっていう(状況だね)」				1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
