Subcorp	\Filename	ID	Start	End	Text	Comment	Role	ParentID	doc_completeness	prosub	1st	2nd	address
SBRW001_番号付け_0915	SBRW1800000002-form.txt	1	17	23	왕상한입니다					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	2	244	249	선생님한테					1	0	1	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	3	278	280	제가					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	4	292	294	우리					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	5	324	326	저는					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	6	480	482	우리					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	7	518	522	선생님의					1	0	1	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	8	1517	1519	제가					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	9	1709	1711	저의					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	10	1857	1859	저는					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	11	1933	1935	제가					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	12	2171	2173	우리					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	13	2250	2252	저는					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	14	2557	2559	제가					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	15	2602	2604	저는					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	16	2664	2666	우리					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	17	2683	2686	우리의					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	18	4226	4229	우리가					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	19	4272	4274	저는					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	20	4353	4356	우리의					1	1	0	0
SBRW001_番号付け_0915	SBRW1800000002-form.txt	21	4425	4427	우리					1	1	0	0
